Name,Size,Type,CR,AC,HP,Speeds,Align.,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,WRI,Senses,Languages,Additional,Font,Author
Neogi Master,Medium,Aberration,4.00,15,71,"30, climb 30",LE,6,16,14,16,12,18,WIS,"Arcana, Deception, Intimidation, Perception, Persuasion",None,Darkvision 120,"Common, Deep Speech, Undercommon","Mental Fortitude, Normal Spellcasting, Spider Climb",Volo's Guide to Monsters,Wizards of the Coast
"NPC, Warlock of the Archfey",Medium,Humanoid (Any Race),4.00,11,49,30,ANY,9,13,11,11,12,18,"WIS, CHA","Arcana, Deception, nature, Persuasion",Charmedimmu,Normal,Any,"Innate Spellcasting, Normal Spellcasting",Volo's Guide to Monsters,Wizards of the Coast
Ogre Battering Ram,Large,Giant,4.00,14,59,40,CE,19,8,16,5,7,7,None,None,None,Darkvision 60,"Common, Giant",Siege Monster,Mordenkainen's Tome of Foes,Wizards of the Coast
"Ooze, Black Pudding",Large,Ooze,4.00,7,85,"20, climb 20",U,16,5,16,1,6,1,None,None,"Acidimmu, coldimmu, lightningimmu, slashingimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, proneimmu",Blindsight 60,None,"Amorphous, Corrosive Form, Spider Climb",Monster Manual,Wizards of the Coast
Orc Blade of Ilneval,Medium,Humanoid (Orc),4.00,18,60,30,CE,17,11,17,10,12,14,WIS,"Perception, Insight, Intimidation",None,Darkvision 60,"Common, Orc","Aggressive, Foe Smiter of Ilneval",Volo's Guide to Monsters,Wizards of the Coast
Orc War Chief,Medium,Humanoid,4.00,16,93,30,CE,18,12,18,11,11,16,"STR, CON, WIS",Intimidation,None,Darkvision 60,"Common, Orc","Aggressive, Gruumsh's Fury",Monster Manual,Wizards of the Coast
Succubus/Incubus,Medium,Fiend,4.00,15,66,"30, fly 60",NE,8,17,13,15,12,20,None,"Deception, Insight, Perception, Persuasion, Stealth","Coldres, fireres, lightningres, poisonres, nonmagicalres",Darkvision 60,"Abyssal, Common, Infernal, telepathy 60","Telepathic Bond, Shapechanger",Monster Manual,Wizards of the Coast
Tecuziztecatl,Large,Monstrosity,4.00,13,102,"30, climb 30",N,17,10,16,15,16,13,None,"Deception, Stealth","Nonmagicalres, acidimmu",Blindsight 30,"Olman, Primal","Amphibious, Glowing, Flexible, Spider Climb",Tales from the Yawning Portal,Wizards of the Coast
Yakfolk Priest,Large,Monstrosity,4.00,12,52,30,NE,16,11,15,14,18,14,None,"Deception, Medicine, Survival",None,Normal,"Common, Yikaria","Normal Spellcasting, Possession",Storm King's Thunder,Wizards of the Coast
Yeth Hound,Large,Fey,4.00,14,51,"40, fly 40",NE,18,17,16,5,12,7,None,None,"Nonmagicalimmu, nonsilveredimmu, charmedimmu, exhaustionimmu, frightenedimmu",Darkvision 60,"Common, Elvish, Sylvan","Keen Hearing, Keen Smell, Sunlight Banishment, Telepathic Bond",Volo's Guide to Monsters,Wizards of the Coast
Yuan-Ti Mind Whisperer,Medium,"Monstrosity
Monstrosity (Yuan-Ti)",4.00,14,71,30,NE,16,14,13,14,12,16,"WIS, CHA","Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Common, Draconic","Shapechanger, Innate Spellcasting, Magic Resistance, Mind Fangs, Normal Spellcasting, Sseth's Blessing",Volo's Guide to Monsters,Wizards of the Coast
Yuan-Ti Nightmare Speaker,Medium,"Monstrosity
Monstrosity (Yuan-Ti)",4.00,14,71,30,NE,16,14,13,14,12,16,"WIS, CHA","Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Common, Draconic","Shapechanger, Death Fangs, Innate Spellcasting, Magic Resistance, Normal Spellcasting",Volo's Guide to Monsters,Wizards of the Coast
Allip,Medium,Undead,5.00,13,40,fly 40,NE,6,17,10,17,15,16,"INT, WIS","Perception, Stealth","Acidres, fireres, lightningres, thunderres, nonmagicalres, coldimmu, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,Any,Incorporeal Movement,Mordenkainen's Tome of Foes,Wizards of the Coast
Banderhobb,Large,Monstrosity,5.00,15,84,30,NE,20,12,20,11,14,8,None,"Athletics, Stealth","Charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Common, Any","Resonant Connection, Shadow Stealth",Volo's Guide to Monsters,Wizards of the Coast
Bulette,Large,Monstrosity,5.00,17,94,"40, 40 burrow",U,19,11,21,2,10,5,None,Perception,None,"Darkvision 60, tremorsense 60",None,Standing Leap,Monster Manual,Wizards of the Coast
Cambion,Medium,Fiend,5.00,19,82,"30, fly 60",ANY EVIL,18,18,16,14,12,16,"STR, CON, INT, CHA","Deception, Intimidation, Perception, Stealth","Coldres, fireres, lightningres, poisonres, nonmagicalres",Darkvision 60,"Abyssal, Common, Infernal","Fiendish Blessing, Innate Spellcasting",Monster Manual,Wizards of the Coast
Catoblepas,Large,Monstrosity,5.00,14,84,30,U,19,12,21,3,4,8,None,None,None,Darkvision 60,None,"Keen Smell, Stench",Volo's Guide to Monsters,Wizards of the Coast
"Clockwork, Oaken Bolter",Medium,Construct,5.00,16,58,30,U,12,18,15,3,10,1,None,None,"Poisonimmu, nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Creator,Magic Resistance,Mordenkainen's Tome of Foes,Wizards of the Coast
"Cranium Rat, Swarm",Medium,Beast ,5.00,12,36,30,LE,9,14,10,15,11,14,None,None,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu","Darkvision 30, tremorsense 60",Telepathy 30,"Illumination, Innate Spellcasting, Swarm, Telepathic Shroud",Volo's Guide to Monsters,Wizards of the Coast
"Demon, Barlgura",Large,Fiend (Demon),5.00,15,68,"30, 30 climb",CE,18,15,16,7,14,9,"DEX, CON","Perception, Stealth","Coldres, fireres, lightningres, poisonimmu, poisonedimmu","Blindsight 30, Darkvision 120","Abyssal, telepathy 120","Innate Spellcasting, Reckless, Running Leap",Monster Manual,Wizards of the Coast
"Devil, Barbed",Medium,Fiend (Devil),5.00,15,110,30,LE,16,17,18,12,14,14,"STR, CON, WIS, CHA","Deception, Insight, Perception","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120","Barbed Hide, Devil's Sight, Magic Resistance",Monster Manual,Wizards of the Coast
"Dinosaur, Brontosaurus",Gargantuan,Beast,5.00,15,121,30,U,21,9,17,2,10,7,CON,None,None,Normal,None,None,Volo's Guide to Monsters,Wizards of the Coast
"Dinosaur, Triceratops",Huge,Beast,5.00,13,95,50,U,22,9,17,2,11,5,None,None,None,Normal,None,Trampling Charge,Monster Manual,Wizards of the Coast
Dragonfang,Medium,Humanoid (Human),5.00,15,78,30,NE,11,16,14,12,12,14,WIS,"Deception, Stealth","Acidres, coldres, fireres, lightningres, poisonres",Normal,"Common, Draconic, Infernal","Dragon Fanatic, Fanatic Advantage, Limited Flight, Pack Tactics",Rise of Tiamat,Wizards of the Coast
Drow Elite Warrior,Medium,Humanoid,5.00,18,71,30,NE,13,18,14,11,13,12,"DEX, CON, WIS","Perception, Stealth",None,Darkvision 120,"Elvish, Undercommon","Fey Ancestry, Innate Spellcasting, Sunlight Sensitivity",Monster Manual,Wizards of the Coast
"Elemental, Air",Large,Elemental,5.00,15,90,fly 90,N,14,20,14,6,10,6,None,None,"Lightningres, thunderres, nonmagicalres, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, unconsciousimmu",Darkvision 60,Auran,Air Form,Monster Manual,Wizards of the Coast
"Elemental, Earth",Large,Elemental,5.00,17,126,"30, burrow 30",N,20,8,20,5,10,5,None,None,"Thunderweak, nonmagicalres, poisonimmu, exhaustionimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, unconsciousimmu","Darkvision 60, tremorsense 60",Terran,"Earth Glide, Siege Monster",Monster Manual,Wizards of the Coast
"Elemental, Fire",large,Elemental,5.00,13,102,50,N,10,17,16,6,10,7,None,None,"Nonmagicalres, fireimmu, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, unconsciousimmu",Darkvision 60,Ignan,"Fire Form, Illumination, Water Susceptibility",Monster Manual,Wizards of the Coast
"Elemental, Water",Large,Elemental,5.00,14,114,"30, swim 90",N,18,14,18,5,10,8,None,None,"Acidres, nonmagicalres, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, unconsciousimmu",Darkvision 60,Aquan,"Water Form, Freeze",Monster Manual,Wizards of the Coast
"Eternal Flame, Razerblast",Medium,Humanoid (Human),5.00,17,112,30,CE,16,11,16,9,10,13,None,"Intimidation, Perception",Fireimmu,Normal,"Common, Ignan","Searing Armor, Shrapnel Explosion",Princes of the Apocalypse,Wizards of the Coast
"Giant, Hill",Huge,Giant,5.00,13,105,40,CE,21,8,19,5,9,6,None,Perception,None,Normal,Giant,None,Monster Manual,Wizards of the Coast
"Golem, Flesh",Medium,Construct,5.00,9,93,30,N,19,9,18,6,10,5,None,None,"Lightningimmu, poisonimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Creator,"Berserk, Aversion of Fire, Immutable Form, Lightning Absorption, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
Gorgon,Large,Monstrosity,5.00,19,114,40,U,20,11,18,2,12,7,None,Perception,Petrifiedimmu,Darkvision 60,None,Trampling Charge,Monster Manual,Wizards of the Coast
"Hag, Night",Medium,Fiend,5.00,17,112,30,NE,18,15,16,16,14,16,None,"Deception, Insight, Perception, Stealth","Coldres, fireres, nonmagicalres, nonsilveredres, charmedimmu",Darkvision 120,"Abyssal, Common, Infernal, Primordial","Innate Spellcasting, Magic Resistance",Monster Manual,Wizards of the Coast
Hulking Crab,Huge,Beast,5.00,17,76,"20, swim 30",U,19,8,16,3,11,3,None,Stealth,None,Blindsight 30,None,"Amphibious, Shell Camouflage",Storm King's Thunder,Wizards of the Coast
Kruthik Hive Lord,Large,Monstrosity,5.00,20,102,"40, burrow 20, climb 40",U,19,16,17,10,14,10,None,None,None,"Darkvision 60, tremorsense 60",Own,"Keen Smell, Pack Tactics, Tunneler",Mordenkainen's Tome of Foes,Wizards of the Coast
"Lycanthrope, Werebear",Medium,Humanoid,5.00,11,135,"40, climb 30",NG,19,10,17,11,12,12,None,Perception,"Nonmagicalimmu, nonsilveredimmu",Normal,Common,"Shapechanger, Keen Smell",Monster Manual,Wizards of the Coast
Mindwitness,Large,Aberration,5.00,15,75,fly 20,LE,10,14,14,15,15,10,"INT, WIS",Perception,Proneimmu,Darkvision 120,"Deep Speech, Undercommon, telepathy 600",Telepathic Hub,Volo's Guide to Monsters,Wizards of the Coast
"Misc. Creature, Giant Crocodile",Huge,Beast,5.00,14,85,"30, swim 50",U,21,9,17,2,10,7,None,Stealth,None,Normal,None,Hold Breath,Monster Manual,Wizards of the Coast
"Misc. Creature, Giant Shark",Huge,Beast,5.00,13,126,swim 50,U,23,11,21,1,10,5,None,Perception,None,Blindsight 60,None,"Blood Frenzy, Water Breathing",Monster Manual,Wizards of the Coast
"NPC, Enchanter",Medium,Humanoid (Any Race),5.00,12,40,30,ANY,9,14,11,17,12,11,"INT, WIS","Arcana, History",None,Normal,Any,Normal SPellcasting,Volo's Guide to Monsters,Wizards of the Coast
"NPC, Gladiator",Medium,Humanoid,5.00,16,112,30,ANY,18,15,16,10,12,15,"STR, DEX, CON, INT, WIS","Athletics, Intimidation",None,Normal,Any,"Brave, Brute",Monster Manual,Wizards of the Coast
"NPC, Kraken Priest",Medium,Humanoid (Any Race),5.00,10,75,"30, swim 30",ANY,12,10,16,10,15,14,None,Perception,None,Normal,Any,"Amphibious, Innate Spellcasting",Volo's Guide to Monsters,Wizards of the Coast
"NPC, Master Thief",Medium,Humanoid (Any Race),5.00,16,84,30,ANY,11,18,14,11,11,12,"DEX, INT","Acrobatics, Athletics, Perception, Sleight of Hand, Stealth",None,Normal,"Any, Thieves' Cant","Cunning ACtion, Evasion, Sneak Attack",Volo's Guide to Monsters,Wizards of the Coast
"NPC, Transmuter",Medium,Humanoid (Any Race),5.00,12,40,30,ANY,9,14,11,17,12,11,"INT, WIS","Arcana, History",None,Normal,Any,"Normal Spellcasting, Transmuter's Stone",Volo's Guide to Monsters,Wizards of the Coast
"Oblex, Adult",Medium,Ooze,5.00,14,75,20,LE,8,19,16,19,12,15,"INT, CHA","Deception, Perception, Arcana, History, Nature, Religion","Blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, proneimmu",Blindsight 60,"Common, Any","Amorphous, Aversion to Fire, Innate Spellcasting, Sulfurous Impersonation",Mordenkainen's Tome of Foes,Wizards of the Coast
"Orc, Tanarukk",Medium,"Fiend (Demon,Orc)",5.00,14,95,30,CE,18,13,20,9,9,9,None,"Intimidation, Perception","FIreres, poisonres",Darkvision 60,"Abyssal, Common, Orc","Aggressive, Magic Resistance",Volo's Guide to Monsters,Wizards of the Coast
Otyugh,Large,Aberration,5.00,14,114,30,N,16,11,19,6,13,6,CON,None,None,Darkvision 120,Own,Limited Telepathy,Monster Manual,Wizards of the Coast
"Remorhaz, Young",Large,Monstrosity,5.00,14,93,"30, burrow 20",U,18,13,17,3,10,4,None,None,"Coldimmu, fireimmu","Darkvision 60, tremorsense 60",None,Heated Body,Monster Manual,Wizards of the Coast
Revenant,Medium,Undead,5.00,13,136,30,N,18,14,18,13,16,18,"STR, CON, WIS, CHA",None,"Necroticres, psychicres, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu, stunnedimmu",Darkvision 60,Any,"Regeneration, Rejuvenation, Turn Immunity, Vengeful Tracker",Monster Manual,Wizards of the Coast
Roper,Large,Monstrosity,5.00,20,93,"10, climb 10",NE,18,8,17,7,16,6,None,"Perception, Stealth",None,Darkvision 60,None,"False Appearance, Grasping Tendrils, Spider Climb",Monster Manual,Wizards of the Coast
Sahuagin Baron,Large,Humanoid,5.00,16,76,"30, swim 50",LE,19,15,16,14,13,17,"DEX, CON, INT, WIS",Perception,None,Darkvision 120,Own,"Blood Frenzy, Limited Amphibious, Shark Telepathy",Monster Manual,Wizards of the Coast
Salamander,Large,Elemental,5.00,15,90,30,NE,18,14,15,11,10,12,None,None,"Coldweak, nonmagicalres, fireimmu",Darkvision 60,Ignan,Heated Body,Monster Manual,Wizards of the Coast
Sea Lion,Large,Monstrosity,5.00,15,90,"10, swim 40",U,17,15,15,3,12,8,None,"Perception, Stealth",None,Normal,None,"Amphibious, Keen Smell, Pack Tactics, Swimming Leap",Tales from the Yawning Portal,Wizards of the Coast
Shambling Mound,Large,Plant,5.00,15,136,"20, swim 20",U,18,8,16,5,10,5,None,Stealth,"Coldres, fireres, lightningimmu, blindedimmu, deafenedimmu, exhaustionimmu",Blindsight 60,None,Lightning Absorption,Monster Manual,Wizards of the Coast
"Slaad, Red",Large,Aberration,5.00,14,93,30,CN,16,12,16,6,6,7,None,Perception,"Acidres, coldres, fireres, lightningres, thunderres",Darkvision 60,"Own, telepathy 60","Magic Resistance, Regeneration",Monster Manual,Wizards of the Coast
Spawn of Kyuss,Medium,Undead,5.00,10,76,30,CE,16,11,18,5,7,3,WIS,None,"Poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Any,"Regeneration, Worms",Volo's Guide to Monsters,Wizards of the Coast
Star Spawn Mangler,Medium,Aberration,5.00,14,71,"40, climb 40",CE,8,18,12,11,12,7,"DEX, CON",Stealth,"Coldres, psychicimmu, charmedimmu, frightenedimmu, proneimmu",Darkvision 60,Deep Speech,"Ambusher, Shadow Stealth",Mordenkainen's Tome of Foes,Wizards of the Coast
Tlincalli,Large,Monstrosity,5.00,15,85,40,NE,16,13,16,8,12,8,None,"Perception, Stealth, Survival",None,Darkvision 60,Own,None,Volo's Guide to Monsters,Wizards of the Coast
Troll,Large,Giant,5.00,15,84,30,CE,18,13,20,7,9,7,None,Perception,None,Darkvision 60,Giant,"Keen Smell, Regeneration",Monster Manual,Wizards of the Coast
Umber Hulk,Large,Monstrosity,5.00,18,93,"30, burrow 20",CE,20,13,16,9,10,10,None,None,None,Darkvision 120,Own,"Confusing Gaze, Tunneler",Monster Manual,Wizards of the Coast
Unicorn,Large,Celestial,5.00,12,67,50,LG,18,14,15,11,17,16,None,None,"Poisonimmu, charmedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,"Celestial, Elvish, Sylvan, telepathy 60","Legendary, Lair, Charge, Innate Spellcasting, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
Vampire Spawn,Medium,Undead,5.00,15,82,30,NE,16,16,16,11,10,12,"DEX, WIS","Perception, Stealth","Necroticres, nonmagicalres",Darkvision 60,Any,"Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Stake to the Heart,  Sunlight Hypersensitivity",Monster Manual,Wizards of the Coast
Wood Woad,Medium,Plant,5.00,18,75,"30, climb 30",LN,18,12,16,10,13,8,None,"Athletics, Perception, Stealth","Fireweak, bludgeoningres, piercingres, charmedimmu, frightenedimmu",Darkvision 60,Sylvan,"Magic Club, Plant Camouflage, Regeneration, Tree Stride",Volo's Guide to Monsters,Wizards of the Coast
Wraith,Medium,Undead,5.00,13,67,fly 60,NE,6,16,16,12,14,15,None,None,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalres, nonsilveredres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,Any,"Incorporeal Movement, Sunlight Sensitivity",Monster Manual,Wizards of the Coast
Xorn,Medium,Elemental,5.00,19,73,"20, burrow 20",N,17,10,22,11,10,11,None,"Perception, Stealth",Nonadamantineres,"Darkvision 60, tremorsense 60",Terran,"Earth Glide, Stone Camouflage, Treasure Sense",Monster Manual,Wizards of the Coast
Yuan-Ti Pit Master,Medium,"Monstrosity
Monstrosity (Yuan-Ti)",5.00,14,88,30,NE,16,14,13,14,12,16,"WIS, CHA","Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Common, Draconic","Shapechanger, Innate Spellcasting, Magic Resistance, Poison's Disciple, Normal Spellcasting",Volo's Guide to Monsters,Wizards of the Coast
"Yugoloth, Mezzo",Medium,Fiend,5.00,18,75,40,NE,18,11,16,7,10,11,None,Perception,"Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Innate Spellcasting, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
"Zombie, Beholder",Large,Undead,5.00,15,93,fly 20,NE,10,8,16,3,8,5,WIS,None,"Poisonimmu, poisonedimmu",Darkvision 60,"Deep Speech, Undercommon",Undead Fortitude,Monster Manual,Wizards of the Coast
"Zombie, Greater",Medium,Undead,5.00,15,97,30,NE,18,10,17,4,6,6,WIS,None,"Coldres, necroticres, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,Any,"Turn Resistance, Undead Fortitude",Tales from the Yawning Portal,Wizards of the Coast
"Beholder, Gauth",Medium,Aberration,6.00,15,67,fly 20,LE,10,14,16,15,15,13,"INT, WIS, CHA",Perception,Proneimmu,Darkvision 120,"Deep Speech, Undercommon","Stunning Gaze, Death Throes",Volo's Guide to Monsters,Wizards of the Coast
Bodak,Medium,Undead,6.00,15,58,30,CE,15,16,15,7,12,12,None,"Perception, Stealth","Coldres, fireres, necroticres, nonmagicalres, lightningimmu, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Abyssal, Any","Aura of Annihilation, Death Gazer, Sunlight Hypersensitivity",Volo's Guide to Monsters,Wizards of the Coast
Centaur Mummy,Large,Undead,6.00,13,85,30,LE,20,12,16,5,14,12,WIS,None,"Fireweak, nonmagicalres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,"Common, Sylvan",Charge,Tales from the Yawning Portal,Wizards of the Coast
Chimera,Large,Monstrosity,6.00,14,114,"30, fly 60",CE,19,11,19,3,14,10,None,Perception,None,Darkvision 60,Draconic,None,Monster Manual,Wizards of the Coast
Cyclops,Huge,Giant,6.00,14,138,30,CN,22,11,20,8,6,10,None,None,None,Normal,Giant,Poor Depth Perception,Monster Manual,Wizards of the Coast
"Demon, Chasme",Large,Fiend (Demon),6.00,15,84,"20, fly 60",CE,15,15,12,11,14,10,"DEX, WIS",Perception,"Coldres, fireres, lightningres, poisonimmu, poisonedimmu","Blindsight 10, darkvision 120","Abyssal, telepathy 120","Drone, Magic Resistance, Spider Climb",Monster Manual,Wizards of the Coast
"Demon, Vrock",Large,Fiend (Demon),6.00,15,104,"40, fly 60",CE,17,15,18,8,13,8,"DEX, WIS, CHA",None,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, telepathy 120",Magic Resistance,Monster Manual,Wizards of the Coast
"Devil, Abishai, White",Medium,Fiend (Devil),6.00,15,68,"30, fly 40",LE,16,11,18,11,12,13,"STR, CON",None,"Nonmagicalres, nonsilveredres, coldimmu, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Draconic, Infernal, telepathy 120","Devil's Sight, Magic Resistance, Magic Weapons, Reckless",Mordenkainen's Tome of Foes,Wizards of the Coast
"Dragon, Chromatic, White, Young",Large,Dragon,6.00,14,133,"40, burrow 20, fly 80, swim 40",CE,18,10,18,6,11,12,"DEX, CON, WIS, CHA","Perception, Stealth",Coldimmu,"Blindsight 30, darkvision 120","Common, Draconic",Ice Walk,Monster Manual,Wizards of the Coast
"Dragon, Metallic, Brass, Young",Large,Dragon,6.00,17,110,"40, burrow 20, fly 80",CG,19,10,17,12,11,15,"DEX, CON, WIS, CHA","Perception, Persuasion, Stealth",Fireimmu,"Blindsight 30, Darkvision 120","Common, Draconic",None,Monster Manual,Wizards of the Coast
Drider,Large,Monstrosity,6.00,19,123,"30, climb 30",CE,16,16,18,13,14,12,None,"Perception, Stealth",None,Darkvision 120,"Elvish, Undercommon","Fey Ancestry, Innate Spellcasting, Spider Climb, Sunlight Sensitivity, Web Walker",Monster Manual,Wizards of the Coast
Duergar Warlord,Medium,Humanoid (Dwarf),6.00,20,75,25,LE,18,11,17,12,12,14,None,None,Poisonres,Darkvision 120,"Dwarvish, Undercommon","Duergar Resilience, Sunlight Sensitivity",Mordenkainen's Tome of Foes,Wizards of the Coast
"Eternal Flame, Flamewrath",Medium,Humanoid (Human),6.00,12,105,30,CE,10,14,16,11,10,16,None,"Arcana, Religion",Fireimmu,Normal,"Common, Ignan","Normal Spellcasting, Wreathed in Flame",Princes of the Apocalypse,Wizards of the Coast
Galeb Duhr,Medium,Elemental,6.00,16,85,"15, rolling",N,20,14,20,11,12,11,None,None,"Nonmagicalres, poisonimmu, exhaustionimmu, paralyzedimmu, poisonedimmu, petrifiedimmu","Darkvision 60, tremorsense 60",Terran,"False Appearance, Rolling Charge",Monster Manual,Wizards of the Coast
"Giant, Hill, Mouth of Grolantor",Huge,"Giant (Giant, Hill)",6.00,14,105,50,CE,21,10,18,5,7,5,None,Perception,Frightenedimmu,Normal,Giant,Mouth of Madness,Volo's Guide to Monsters,Wizards of the Coast
Githzerai Zerth,Medium,Humanoid,6.00,17,84,30,LN,13,18,15,16,17,12,"STR, DEX, INT, WIS","Arcana, Insight, Perception",None,Normal,Own,"Innate Spellcasting, Psychic Defense",Monster Manual,Wizards of the Coast
"Hag, Annis",Large,Fey,6.00,17,75,40,CE,21,12,14,13,14,15,CON,"Deception, Perception","Coldres, nonmagicalres",Darkvision 60,"COmmon, Giant, Sylvan",Innate Spellcasting,Volo's Guide to Monsters,Wizards of the Coast
Hobgoblin Warlord,Medium,Humanoid,6.00,20,97,30,LE,16,14,16,14,11,15,"INT, WIS, CHA",None,None,Darkvision 60,"Common, Goblin",Martial Advantage,Monster Manual,Wizards of the Coast
Invisible Stalker,Medium,Elemental,6.00,14,104,"50, fly 50",N,16,19,14,10,15,11,None,"Perception, Stealth","Nonmagicalres, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, unconscious",Darkvision 60,"Auran, Common","Invisibility, Faultless Tracker",Monster Manual,Wizards of the Coast
Kuo-Toa Archpriest,Medium,Humanoid,6.00,13,97,"30, swim 30",NE,16,14,16,13,16,14,None,"Perception, Religion",None,Darkvision 120,Undercommon,"Amphibious, Otherworldly Perception, Slippery, Sunlight Sensitivity, Normal Spellcasting",Monster Manual,Wizards of the Coast
Medusa,Medium,Monstrosity,6.00,15,127,30,LE,10,15,16,12,13,15,None,"Deception, Insight, Perception, Stealth",None,Darkvision 60,Common,Petrifying Gaze,Monster Manual,Wizards of the Coast
"Misc. Creature, Mammoth",Huge,Beast,6.00,13,126,40,U,24,9,21,3,11,6,None,None,None,Normal,None,Trampling Charge,Monster Manual,Wizards of the Coast
"NPC, Conjurer",Medium,Humanoid (Any Race),6.00,12,40,30,ANY,9,14,11,17,12,11,"INT, WIS","Arcana, History",None,Normal,Any,"Normal Spellcasting, Benign Transportation",Volo's Guide to Monsters,Wizards of the Coast
"NPC, Mage",Medium,Humanoid,6.00,12,40,30,ANY,9,14,11,17,12,11,"INT, WIS","Arcana, History",None,Normal,Any,Normal Spellcasting,Monster Manual,Wizards of the Coast
"NPC, Warlock of the Great Old One",Medium,Humanoid (Any Race),6.00,12,91,30,ANY,9,14,15,12,12,18,"WIS, CHA","Arcana, History",Psychicres,Darkvision 60,"Any, telepathy 30","Innate Spellcasting, Normal Spellcasting, Whispering Aura",Volo's Guide to Monsters,Wizards of the Coast
Strahd's Animated Armor,Medium,Construct,6.00,21,112,30,LE,17,13,16,9,10,9,None,Perception,"Coldres, fireres, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu paralyzedimmu, petrifiedimmu, poisonimmu",Blindsight 60,Common,None,Curse of Strahd,Wizards of the Coast
Wyvern,Large,Dragon,6.00,13,110,"20, fly 80",U,19,1,16,5,12,6,None,Perception,None,Darkvision 60,None,None,Monster Manual,Wizards of the Coast
"Blight, Tree",Huge,Plant,7.00,15,149,30,NE,23,10,20,6,10,3,None,None,"Blindedimmu, deafenedimmu",Blindsight 60,"Common, Druidic","False, Siege",Curse of Strahd,Wizards of the Coast
"Demon, Armanite",Large,Fiend (Demon),7.00,16,84,60,CE,21,18,21,8,12,13,None,None,"Coldres, fireres, lightningres, poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, telepathy 120","Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,Wizards of the Coast
"Demon, Draegloth",Large,Fiend (Demon),7.00,15,123,30,CE,20,15,18,13,11,11,None,"Perception, Stealth","COldres, fireres, lightningres, poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Elvish, Undercommon","Fey Ancestry, Innate Spellcasting",Volo's Guide to Monsters,Wizards of the Coast
